Banner ID,Banner Account Description,MyDay ID,MyDay Description,Related Revenue Category ID,Related Revenue Category,Related Spend Category ID,Related Spend Category,Related Expense Item
14251,Schwab Federal Funds Operating,1400,Investments,,,,,
14252,American Securities Partners VI LP,1400,Investments,,,,,
14260,Charles Schwab Money Market,1400,Investments,,,,,
14290,SEG Blackwall Offshore Fd Ltd Equit,1400,Investments,,,,,
14298,Morgan Stanley Smith Barney:Evans,1400,Investments,,,,,
14370,Wintergreen Partners Offshore Fund,1400,Investments,,,,,
14380,NYC Media lab project,1401,Investments - other,,,,,
14390,Endowment interest receivable,1402,Accrued interest receivable,,,,,
14391,Endowment trade in transit,1403,Endowment trade in transit,,,,,
14450,Donated securities,1404,Investments - donated securities,,,,,
14760,Real estate,1405,Investments - real estate,,,,,
14780,Unrealized gain principal adjustmnt,1406,Investments - unrealized gains and losses,,,,,
15000,Land,1703,Land,,,SC119,Land,
15002,Air Rights,1704,Air Rights,,,SC005,Air rights,
15010,Buildings,1700,Buildings,,,SC018,Buildings,
15020,Equipment,1701,"Furniture, fixtures, and equipment",,,,,
15040,Accumulated depreciation,,,,,,,
15070,Construction in progress,1710,Construction in progress,,,,,
15100,Leasehold improvements,1702,Leasehold improvements,,,SC121,Leasehold improvements,
15210,Accum Deprec - Buildings,1750,Accumulated depreciation - buildings,,,,,
15220,Accum Deprec - Equipment,1751,"Accumulated depreciation - furniture, fixtures and equipment",,,,,
15295,Accum Deprec - L Improvemts,1752,Accumulated depreciation - leasehold improvements,,,,,
16020,Debt service fund,1600,Debt service fund,,,,,
16050,Construction Fund,1601,Debt construction fund,,,,,
16051,Market value adjustment,1602,Debt market value adjustment,,,,,
18000,Split interest real estate,1407,Investments - split interest,,,,,
18010,Split interest agreements receivbl.,1408,Investments - split interest receivable,,,,,
20000,Accounts payable accrual,2000,Accounts payable accrual,,,,,
20040,Student refunds clearing,2001,Student refunds clearing payable,,,,,
20050,Asset Retirement Liability,2002,Asset retirement liability payable,,,,,
20060,Accounts payable vendors,2003,Accounts payable,,,,,
20062,Accounts payable Fupload clearing,2003,Accounts payable,,,SC215,Accounts payable Fupload clearing,
20063,Concur direct deposit clearing,2004,Concur direct deposit clearing,,,,,
20064,Concur credit card clearing,2005,Concur credit card clearing,,,,,
20065,Concur check payment clearing,2006,Employee expense payable,,,,,
20070,Accrual FAS 106 post-retire liablty,2007,Accrual FAS106 post-retirement liability,,,,,
20080,Accrued interest payable,2008,Accrued interest payable,,,,,
20100,Accrued payroll,2009,Accrued Payroll,,,,,
20126,Perkins ECSI Clearing Account,2010,Clearing account Perkins,,,,,
20127,Perkins ECSI Suspense Account,2011,Suspense account Perkins,,,,,
20140,Vacation Accrual,2012,Vacation Accrual,,,,,
20190,Rental security deposits payable,2013,Rental security deposits payable,,,,,
20230,Nonresident alien withholding,2015,Nonresident alien tax withholding,,,,,
20240,Rent payable SFAS 13,2016,Rent lease payable FAS13,,,,,
20252,Alumni giving clearing,2065,Alumni giving clearing,,,,,
20253,Starrez Summer Clearing,2017,Starrez summer revenue clearing,,,,,
20254,Starrez Clearing,2018,Starrez deposit clearing,,,,,
20256,Deposit payable admissions,2019,Deposit payable admissions,,,,,
20257,Marketplace deposit clearing,2020,Marketplace deposit clearing,,,,,
20262,Prior year conversion clearing,2021,Student credit balances,,,,,
20270,Student credit balances,2021,Student credit balances,,,,,
20271,Student loan clearing,2022,Student loan clearing,,,,,
20275,Unclaimed checks,2023,Escheatment - Accounts payable,,,,,
20276,Unclaimed Payroll,2024,Escheatment - payroll,,,,,
20284,Admissions deposit payable,2025,Student admission deposit payable,,,,,
20285,Contracts clearing,2014,Unapplied student payments,,,,,
20286,Third party clearing,2014,Unapplied student payments,,,,,
20288,Unapplied admissions deposits,2014,Unapplied student payments,,,,,
20289,Unapplied exemptions,2014,Unapplied student payments,,,,,
20290,Unapplied financial aid,2014,Unapplied student payments,,,,,
20291,Unapplied payments,2014,Unapplied student payments,,,,,
20292,Unapplied security deposits,2014,Unapplied student payments,,,,,
20293,Unapplied loan proceed returns,2014,Unapplied student payments,,,,,
20294,Payment plan clearing,2014,Unapplied student payments,,,,,
20295,Unapplied contract payments,2014,Unapplied student payments,,,,,
20301,Loan return clearing,2026,Student loan return clearing,,,,,
20303,Sales tax payable,2027,Sales tax payable,,,,,
20305,Suspense contributions,2028,Contributions suspense,,,,,
20502,Payroll Clearing,2066,Payroll Clearing,,,,,
20503,Medical insurance,2029,Employee medical insurance,,,,,
20504,Dental insurance,2030,Employee dental insurance,,,,,
20505,Deferred comp plan 457(b) payable,2039,Deferred comp plan 457(b) liability,,,,,
20506,Deferred comp plan 457(f) payable,2031,Deferred compensation plan 457 (f) payable,,,,,
20507,FICA,2032,FICA tax withholding,,,,,
20508,Life insurance,2033,Employee life insurance,,,,,
20509,Long term disability insurance,2034,Long term disability insurance,,,,,
20512,Short term disability insurance,2035,Short term disability insurance,,,,,
20513,457(f) Executive retention,2036,Executive retention 457(f),,,,,
20601,TIAA-CREF EE/ER Contributions,2037,TIAA-CREF EE/ER contributions,,,,,
20606,Supplemental life,2038,Supplemental life,,,,,
20609,Deferred comp plan 457(b) liability,2039,Deferred comp plan 457(b) liability,,,,,
20610,Credit Union deduction,2040,Credit union deduction,,,,,
20611,Union dues Local 1205,2041,Union dues Local 1205,,,,,
20613,Union dues Local 32BJ,2042,Union dues Local 32BJ,,,,,
20614,Union dues Local 802,2043,Union dues Local 802,,,,,
20615,Union dues Actors Equity,2044,Union dues Actors Equity,,,,,
20616,HSA Oxford,2045,HSA Oxford,,,,,
20617,Local 94 deduction,2046,Local 94 deduction,,,,,
20618,Local 32BJ supplemental retirement,2047,Local 32BJ supplement retirement,,,,,
20620,FSA salary reduction,2048,FSA salary reduction,,,,,
20621,eTRAC salary reduction,2049,eTRAC salary reduction,,,,,
20624,32BJ political action contributions,2050,32BJ political action contributions,,,,,
20626,Federal taxes,2051,Federal taxes,,,,,
20627,State of New York taxes,2052,State of New York taxes,,,,,
20628,Local taxes,2053,Local taxes,,,,,
20629,Garnishments,2054,Garnishments,,,SC200,Garnishment,
20630,Executive gifts withheld,2055,Executive gifts withheld,,,,,
20638,ACT-UAW Local 7902 V-CAP contrib.,2056,ACT-UAW Local 7902 V-CAP contribution,,,,,
20639,ACT-UAW Local 7902 union dues,2057,ACT-UAW Local 7902 union dues,,,,,
20640,ACT-UAW Non-Union members Beck fees,2058,ACT-UAW Non-Union members Beck fees,,,,,
20641,Local 32BJ Security dues initiation,2042,Union dues Local 32BJ,,,,,
20642,Local 32BJ Security medical pension,2060,Local 32BJ Security medical pension,,,,,
20644,Local 1205 DRIVE,2061,Local 1205 DRIVE,,,,,
21000,Student loan refundable,2300,Student loan refundable,,,,,
22000,Deferred tuition revenue,2200,Deferred tuition revenue,,,,,
23010,Deferred revenue miscellaneous,2201,Deferred revenue miscellaneous,,,,,
23011,Deferred revenue housing,2202,Deferred revenue housing,,,,,
23020,Gift certificate deferred revenue,2207,Gift certificate deferred revenue,,,,,
23030,Deferred contract revenue,2203,Deferred contract revenue,,,,,
23032,Agency fund liability,2204,Student Agency fund liability,,,,,
23033,Direct loan prog revenue,2062,Direct loan program revenue,,,,,
23200,Pell/ACG revenue,2063,Pell/ACG revenue,,,,,
23201,Pell/ACG entitlement payments,2064,Pell/ACG entitlement payments,,,,,
23300,TAP entitlement program receipts,2205,TAP entitlement program receipts,,,,,
23301,TAP entitlement program payments,2206,TAP entitlement program payments,,,,,
26000,Bonds payable,2400,Bonds payable,,,,,
26010,Discount on bonds payable,2401,Discount on bonds payable,,,,,
26011,Premium on bonds payable,2402,Premium on bonds payable,,,,,
24000,Notes payable,2500,Notes payable,,,,,
40000,Unrestricted fund balance,3100,Retained Earnings - Prior Year,,,,,
40001,Appropriation & Appreciation,3100,Retained Earnings - Prior Year,,,,,
43000,Temporarily restricted fund balance,3100,Retained Earnings - Prior Year,,,,,
46000,Permanently restricted fund balance,3100,Retained Earnings - Prior Year,,,,,
50000,Undergraduate tuition Fall,4000,Tuition revenue,RC063,Tuition income,,,
50010,Graduate tuition Fall,4000,Tuition revenue,RC063,Tuition income,,,
50020,Continuing education tuition Fall,4000,Tuition revenue,RC063,Tuition income,,,
50030,Maintenance of status fee Fall,4000,Tuition revenue,RC063,Tuition income,,,
50040,Private lessons tuition Fall,4000,Tuition revenue,RC063,Tuition income,,,
50060,Preparatory tuition Fall,4000,Tuition revenue,RC063,Tuition income,,,
50200,Undergraduate tuition Prior Fall,4000,Tuition revenue,RC063,Tuition income,,,
50210,Graduate tuition Prior Fall,4000,Tuition revenue,RC063,Tuition income,,,
50220,Continuing ed. tuition Prior Fall,4000,Tuition revenue,RC063,Tuition income,,,
50230,Maint. of status fee Prior Fall,4000,Tuition revenue,RC063,Tuition income,,,
50240,Private lessons tuition Prior Fall,4000,Tuition revenue,RC063,Tuition income,,,
50260,Preparatory tuition Prior Fall,4000,Tuition revenue,RC063,Tuition income,,,
50300,Undergraduate tuition Future Fall,4000,Tuition revenue,RC063,Tuition income,,,
50310,Graduate tuition Future Fall,4000,Tuition revenue,RC063,Tuition income,,,
50320,Continuing ed. tuition Future Fall,4000,Tuition revenue,RC063,Tuition income,,,
50330,Maint. of status fee Future Fall,4000,Tuition revenue,RC063,Tuition income,,,
50340,Private lesson tuition Future Fall,4000,Tuition revenue,RC063,Tuition income,,,
50360,Preparatory tuition Future Fall,4000,Tuition revenue,RC063,Tuition income,,,
50400,Undergraduate tuition Spring,4000,Tuition revenue,RC063,Tuition income,,,
50410,Graduate tuition Spring,4000,Tuition revenue,RC063,Tuition income,,,
50420,Continuing eductn. tuition Spring,4000,Tuition revenue,RC063,Tuition income,,,
50430,Maintenance of status fee Spring,4000,Tuition revenue,RC063,Tuition income,,,
50440,Private lessons tuition Spring,4000,Tuition revenue,RC063,Tuition income,,,
50460,Preparatory tuition Spring,4000,Tuition revenue,RC063,Tuition income,,,
50500,Undergraduate tuition Prior Spring,4000,Tuition revenue,RC063,Tuition income,,,
50510,Graduate tuition Prior Spring,4000,Tuition revenue,RC063,Tuition income,,,
50520,Continuing ed tuition Prior Spring,4000,Tuition revenue,RC063,Tuition income,,,
50530,Maint. of status fee Prior Spring,4000,Tuition revenue,RC063,Tuition income,,,
50540,Prvt. lessons tuition Prior Spring,4000,Tuition revenue,RC063,Tuition income,,,
50560,Preparatory tuition Prior Spring,4000,Tuition revenue,RC063,Tuition income,,,
50600,Undergraduate tuition PS1,4000,Tuition revenue,RC063,Tuition income,,,
50610,Graduate tuition PS1,4000,Tuition revenue,RC063,Tuition income,,,
50620,Continuing education tuition PS1,4000,Tuition revenue,RC063,Tuition income,,,
50630,Maintenance of status fee PS1,4000,Tuition revenue,RC063,Tuition income,,,
50640,Private lessons tuition PS1,4000,Tuition revenue,RC063,Tuition income,,,
50660,Preparatory tuition PS1,4000,Tuition revenue,RC063,Tuition income,,,
50800,Undergraduate tuition CS1,4000,Tuition revenue,RC063,Tuition income,,,
50810,Graduate tuition CS1,4000,Tuition revenue,RC063,Tuition income,,,
50820,Continuing education tuition CS1,4000,Tuition revenue,RC063,Tuition income,,,
50830,Maintenance of status fee CS1,4000,Tuition revenue,RC063,Tuition income,,,
50840,Private lessons tuition CS1,4000,Tuition revenue,RC063,Tuition income,,,
50860,Preparatory tuition CS1,4000,Tuition revenue,RC063,Tuition income,,,
50900,Deferred Tuition Revenue Adj,4000,Tuition revenue,RC063,Tuition income,,,
51400,Prior year tuition revenue,4000,Tuition revenue,RC063,Tuition income,,,
51500,Application fee,4100,Student fees,RC002,Application fees,,,
51501,Dossier Fee,4100,Student fees,RC046,Other student fees,,,
51510,Late registration fee,4100,Student fees,RC052,Registration fees,,,
51520,Transcript fee,4100,Student fees,RC046,Other student fees,,,
51530,Late graduation fee,4100,Student fees,RC046,Other student fees,,,
51540,Forfeited deposit,4100,Student fees,RC046,Other student fees,,,
51550,Other fee,4100,Student fees,RC046,Other student fees,,,
51560,Facility access fee,4100,Student fees,RC046,Other student fees,,,
51570,Box office / performance receipt,4721,Other income,RC004,Box Office/performance receipt,,,
51580,Audition fee,4100,Student fees,RC046,Other student fees,,,
51590,Audio studio recording fee,4100,Student fees,RC046,Other student fees,,,
51600,Library fine,4100,Student fees,RC046,Other student fees,,,
51610,Temporary fee,4100,Student fees,RC046,Other student fees,,,
51620,Late payment fee,4100,Student fees,RC046,Other student fees,,,
51630,Extended paymnt plan enrollment fee,4100,Student fees,RC015,Extended payment plan enrollment fee,,,
51640,Participation fee,4100,Student fees,RC046,Other student fees,,,
51641,Membership fee,4100,Student fees,RC041,Membership fees,,,
51650,University services fee Fall,4100,Student fees,RC060,Student registration fees,,,
51651,University services fee Spring,4100,Student fees,RC060,Student registration fees,,,
51652,University services fee PS1,4100,Student fees,RC060,Student registration fees,,,
51653,University services fee CS1,4100,Student fees,RC060,Student registration fees,,,
51656,University services fee Prior Fall,4100,Student fees,RC060,Student registration fees,,,
51657,University servcs fee Prior Spring,4100,Student fees,RC060,Student registration fees,,,
51658,University srvcs. fee Future Fall,4100,Student fees,RC060,Student registration fees,,,
51659,University srvcs fee Future Spring,4100,Student fees,RC060,Student registration fees,,,
51660,Student senate fee Fall,4101,Student Senate fees,RC061,Student Senate fees,,,
51661,Student senate fee Spring,4101,Student Senate fees,RC061,Student Senate fees,,,
51662,Student senate fee Prior Fall,4101,Student Senate fees,RC061,Student Senate fees,,,
51663,Student senate fee Prior Spring,4101,Student Senate fees,RC061,Student Senate fees,,,
51664,Student senate fee Future Fall,4101,Student Senate fees,RC061,Student Senate fees,,,
51665,Student senate fee Future Spring,4101,Student Senate fees,RC061,Student Senate fees,,,
51667,Agency Fund revenue offset,4101,Student Senate fees,RC061,Student Senate fees,,,
51668,Student senate fee PS,4101,Student Senate fees,RC061,Student Senate fees,,,
51669,Student senate fee CS,4101,Student Senate fees,RC061,Student Senate fees,,,
51670,Application fee Parsons,4100,Student fees,RC002,Application fees,,,
51671,Application fee NSGS,4100,Student fees,RC002,Application fees,,,
51672,Application fee NSSR,4100,Student fees,RC002,Application fees,,,
51673,Application fee Lang,4100,Student fees,RC002,Application fees,,,
51674,Application fee Milano,4100,Student fees,RC002,Application fees,,,
51675,Application fee Mannes,4100,Student fees,RC002,Application fees,,,
51676,Application fee Drama,4100,Student fees,RC002,Application fees,,,
51677,Application fee Jazz,4100,Student fees,RC002,Application fees,,,
51678,Application fee Guitar,4100,Student fees,RC002,Application fees,,,
51710,Parsons academic supplies Fall,4100,Student fees,RC001,Academic supplies fees,,,
51711,Parsons academic supplies Spring,4100,Student fees,RC001,Academic supplies fees,,,
51712,Parsons academic supplies PS1,4100,Student fees,RC001,Academic supplies fees,,,
51713,Parsons academic supplies CS1,4100,Student fees,RC001,Academic supplies fees,,,
51716,Parsons acad. supplies Prior Fall,4100,Student fees,RC001,Academic supplies fees,,,
51717,Parsons acad supplies Prior Spring,4100,Student fees,RC001,Academic supplies fees,,,
51718,Parsons acad. supplies Future Fall,4100,Student fees,RC001,Academic supplies fees,,,
51719,Parsons acad supplies Future Sprng,4100,Student fees,RC001,Academic supplies fees,,,
51750,Registration fees CE/GC Fall,4100,Student fees,RC052,Registration fees,,,
51751,Registration fees CE/GC Spring,4100,Student fees,RC052,Registration fees,,,
51752,Registration fees CE/GC PS1,4100,Student fees,RC052,Registration fees,,,
51753,Registration fees CE/GC CS1,4100,Student fees,RC052,Registration fees,,,
51756,Registration fees Prior Fall,4100,Student fees,RC052,Registration fees,,,
51757,Registration fees Prior Spring,4100,Student fees,RC052,Registration fees,,,
51758,Registration fees Future Fall,4100,Student fees,RC052,Registration fees,,,
51759,Registration fees Future Spring,4100,Student fees,RC052,Registration fees,,,
51850,NSGS division fee Fall,4100,Student fees,RC046,Other student fees,,,
51853,NSGS division fee Summer,4100,Student fees,RC046,Other student fees,,,
51851,NSGS division fee Spring,4100,Student fees,RC046,Other student fees,,,
51857,NSGS division fee Prior Spring,4100,Student fees,RC046,Other student fees,,,
51866,Parsons division fee Prior Fall,4100,Student fees,RC046,Other student fees,,,
52000,Scholarships,4200,Scholarships,RC057,Scholarships,,,
52001,Maintenance,4200,Scholarships,RC030,HEOP stipend,,,
52002,FS Scholarships transfer,4201,FS Scholarships transfer,RC057,Scholarships,,,
52610,Fee allowances non-employees,4202,Fee allowances,RC016,Fee allowances,,,
53000,Contributions,4300,Contributions revenue,RC022,Gift revenue,,,
53020,Contrbutions Other,4300,Contributions revenue,RC022,Gift revenue,,,
53030,Contributions pledge,4301,Pledge contributions revenue,RC048,Pledged gift revenue,,,
53031,Contributions present value adj.,4302,Contributions present value adjustment,RC048,Pledged gift revenue,,,
53032,Cntrbtns doubtful pledge allowance,4303,Contributions pledge allowance,RC048,Pledged gift revenue,,,
53040,Contributions property,4300,Contributions revenue,RC067,Contributions revenue - Property,,,
53050,Contributions stock,4300,Contributions revenue,RC022,Gift revenue,,,
53070,Donor designated trnsfr prior year,4304,Donor Designation change - prior years,RC022,Gift revenue,,,
53071,Resource Transfer,4305,Resource transfer,RC022,Gift revenue,,,
53091,Sponsored research revenue,4306,Sponsored research revenue,RC022,Gift revenue,,,
53092,Sponsored activity revenue,4307,Sponsored activity revenue,RC022,Gift revenue,,,
53093,Pledge payment,4308,Pledge payment contribution revenue,RC022,Gift revenue,,,
53095,Pledge payment stock,4308,Pledge payment contribution revenue,RC022,Gift revenue,,,
53096,Pledge pay-Grants,4308,Pledge payment contribution revenue,RC022,Gift revenue,,,
53097,Property pledge other,4300,Contributions revenue,RC067,Contributions revenue - Property,,,
53100,FS Contributions transfer,4309,FS contributions transfer,RC022,Gift revenue,,,
53200,New pledge allowance,4303,Contributions pledge allowance,RC048,Pledged gift revenue,,,
54000,Federal grants,4400,Grants revenue - federal,RC024,Grants - federal,,,
54002,Federal grants FS Transfer,4401,Federal grants FS transfer,RC018,Financial statement revenue transfer,,,
55000,State grants,4500,Grants revenue - state and local,RC027,Grants - state,,,
55100,Local grants,4500,Grants revenue - state and local,RC025,Grants - local,,,
55101,Local grants FS Transfer,4760,Local grants FS Transfer,RC018,Financial statement revenue transfer,,,
55130,Private grants,4300,Contributions Revenue,RC026,Grants - private,,,
55140,FS grants transfer,4501,FS grants transfer,RC018,Financial statement revenue transfer,,,
55200,Bundy grants,4500,Grants revenue - state and local,RC023,Grants - Bundy,,,
56000,Interest and dividend income,4640,Investment income - endowment,RC037,Interest income,,,
56010,Change in split interest,4740,Non-operating revenue,RC059,Split interest income,,,
56020,Endowment appropriation - operating,4620,Endowment appropriation operating,RC014,Endowment non-operating transfer,,,
56021,FS Endowment approp. - operating,4621,FS Endowment appropriation operating,RC014,Endowment non-operating transfer,,,
56030,Realized endowment gains (losses),4640,Investment income - endowment,RC050,Realized gain/loss,,,
56040,Unrealized endowment gains (losses),4640,Investment income - endowment,RC064,Unrealized gain/loss,,,
56043,Endowment appreciation allocated,4641,Endowment appreciation allocated,RC012,Endowment income,,,
56050,Transfer to cover endowment shortag,4642,Endowment appropriation,RC013,Endowment spending,,,
56101,FS Endow non-operating transfer,4643,FS Endowment non-operating transfer,RC014,Endowment non-operating transfer,,,
56500,Gain or loss on donated security,4710,Investment income,RC021,Gain/Loss on donated security,,,
56510,Interest from Perkins program,4710,Investment income,RC037,Interest income,,,
56520,Interest divdnd income non-endwmnt,4710,Investment income,RC008,Dividend income,,,
56530,Realized gain or loss non-endowment,4710,Investment income,RC050,Realized gain/loss,,,
56540,Unrealized gain or loss non-endwmnt,4710,Investment income,RC064,Unrealized gain/loss,,,
56590,Currency Exchange Gain/Loss,4711,Currency Exchange Gain/Loss,RC050,Realized gain/loss,,,
57000,Dormitory damage fees,4700,Dormitory revenue,RC009,Dormitory damage fees,,,
57010,Dormitory other fees,4700,Dormitory revenue,RC010,Dormitory other fees,,,
57030,Dormitory fees Fall,4700,Dormitory revenue,RC056,Room charge,,,
57031,Dormitory fees Prior Fall,4700,Dormitory revenue,RC056,Room charge,,,
57032,Dormitory fees Future Fall,4700,Dormitory revenue,RC056,Room charge,,,
57040,Dormitory fees Spring,4700,Dormitory revenue,RC056,Room charge,,,
57041,Dormitory fees Prior Spring,4700,Dormitory revenue,RC056,Room charge,,,
57050,Dormitory fees PS1,4700,Dormitory revenue,RC056,Room charge,,,
57060,Dormitory fees CS1,4700,Dormitory revenue,RC056,Room charge,,,
57500,Student Health insurance,5517,Student health insurance expense,,,SC178,Student health insurance expense,
57510,Health services fee,4701,Health services revenue,RC029,Health services fee,,,
57520,Health insurance co-payment,4701,Health services revenue,RC028,Health insurance co-payment,,,
57530,Agency revenue offset,4703,Agency revenue offset,,,,,
57550,Dining service revenue Fall,4702,Dining services revenue,RC040,Meal plan fee,,,
57551,Dining service revenue Spring,4702,Dining services revenue,RC040,Meal plan fee,,,
57552,Dining service revenue PS1,4702,Dining services revenue,RC040,Meal plan fee,,,
57553,Dining service revenue CS1,4702,Dining services revenue,RC040,Meal plan fee,,,
57556,Dining service revenue Prior Fall,4702,Dining services revenue,RC040,Meal plan fee,,,
57557,Dining service revenue Future Fall,4702,Dining services revenue,RC040,Meal plan fee,,,
57558,Dining service revenue Prior Spring,4702,Dining services revenue,RC040,Meal plan fee,,,
57559,Dining srvc revenue Future Spring,4702,Dining services revenue,RC040,Meal plan fee,,,
57560,Dining Dollars Student,4702,Dining services revenue,RC044,New card cash,,,
57600,Food service commissions,4702,Dining services revenue,RC020,Food service commission,,,
57610,Coin operated machine revenue,4702,Dining services revenue,RC065,Vending machine revenue,,,
