roomID,type,location,macQty,winQty,bwQty,colorQty,proColorQty,plotterQty,scanQty,Projection,DVD,VHS,CD
B214,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
B215,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
B216,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B217,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B395,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B396,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B397,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B398,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B399,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B400,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B401,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B402,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B403,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B404,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B405,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B406,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
B407,Classroom,65 West 11th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D699,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D700,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D701,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D702,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D703,Technology Lab,6 East 16th Street,0,3,1,1,0,1,0,FALSE,FALSE,FALSE,FALSE
D704,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D705,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D706,Classroom,6 East 16th Street,0,21,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D708,Classroom,6 East 16th Street,0,22,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1099,Conference Room,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1100,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1101,Classroom,6 East 16th Street,20,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D600,Technology Lab,6 East 16th Street,14,0,2,2,0,0,0,TRUE,FALSE,FALSE,FALSE
D601,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D602,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D603,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D604,Classroom,6 East 16th Street,20,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D605,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D606,Classroom,6 East 16th Street,22,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D607,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D608,Classroom,6 East 16th Street,22,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D609,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D610,Classroom,6 East 16th Street,21,0,0,0,20,0,0,TRUE,TRUE,FALSE,FALSE
D611,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D612,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D613,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D614,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D615,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D616,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D617,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D618,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D619,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D995,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D996,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D997,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D998,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D999,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1000,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1001,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1002,Classroom,6 East 16th Street,0,22,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1003,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1004,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1005,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1006,Classroom,6 East 16th Street,1,0,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE
D1007,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1008,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1009,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1010,Technology Lab,6 East 16th Street,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
D1111,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1112,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1113,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1114,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1115,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1116,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1117,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE
D1118,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE
D1119,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE
D1120,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE
D1121,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE
D1212,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1213,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1214,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1215,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1216,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1217,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1218,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1219,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1220,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1221,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
D1222,Conference Room,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
D1223,Conference Room,6 East 16th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
D1224,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1225,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
D1226,Classroom,6 East 16th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
U399,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
U400,Classroom,63 Fifth Avenue,0,0,2,2,2,3,0,FALSE,FALSE,FALSE,FALSE
U401,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
U402,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
U403,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
U404,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
U405,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
U406,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
U407,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
U408,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
U409,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
U410,Classroom,63 Fifth Avenue,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E296,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E297,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E298,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E299,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E300A,Classroom,25 East 13th Street,3,9,1,1,0,1,2,TRUE,FALSE,FALSE,FALSE
E301,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E302,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E303,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E304,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E305,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E208A,Technology Lab,25 East 13th Street,8,8,1,1,0,1,2,TRUE,FALSE,FALSE,FALSE
E401,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E402,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E403,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
E404,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
E405,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
E406,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
E407,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
E408,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
E409,Classroom,25 East 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i802,Technology Lab,55 West 13th Street,60,20,2,1,0,2,14,FALSE,FALSE,FALSE,FALSE
i803,Classroom,55 West 13th Street,11,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i894,Classroom,55 West 13th Street,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i806,Classroom,55 West 13th Street,18,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i895,Classroom,55 West 13th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
i896,Classroom,55 West 13th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
i897,Classroom,55 West 13th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
i898,Classroom,55 West 13th Street,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
i899,Classroom,55 West 13th Street,1,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE
i201,Conference Room,55 West 13th Street,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i301,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i401,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i501,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i601,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i701,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i921,Technology Lab,55 West 13th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
i900,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i901,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i902,Conference Room,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i903,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i904,Classroom,55 West 13th Street,0,20,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i905,Conference Room,55 West 13th Street,0,1,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i906,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
i907,Classroom,55 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L100,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L101,Classroom,2 West 13th Street,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L102,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L501,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L526,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L551,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L576,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L601,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L626,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L651,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L676,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L701,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L726,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
L751,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
L776,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
L801,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L826,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
L851,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L876,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L901,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
L926,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
M101,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
M100,Conference Room,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
N022,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N023,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N024,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N402,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
N427,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N452,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N477,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N502,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
N527,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N552,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
N577,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N602,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N627,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N652,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N677,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N702,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
N727,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N752,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N777,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE
N802,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
N827,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
N852,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
N877,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
N902,Classroom,2 West 13th Street,1,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
X001,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X002,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X003,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X004,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X005,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X006,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X007,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X008,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X009,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X010,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X011,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X012,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X013,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X014,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X015,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X016,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X017,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X018,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X019,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X020,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X021,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X022,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X023,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X024,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X025,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X026,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X027,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X028,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X029,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X030,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X031,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X032,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X033,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X034,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X035,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X036,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X037,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X038,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X039,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X040,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X041,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
X042,Classroom,0 0th Street,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
