roomType,bldgCode,roomNum,OS,pcQty,macQty,softwarePackage,avDevices,ext,supportContact,specialHardware,address,bldgName,note
Classroom,D,603,Mac,0,1,Mac & Windows PC Standard Software,Blu-ray; DVD; VHS; HD Projector ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,609,Mac,0,1,Mac & Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,610,Mac,0,1,Mac & Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,611,Mac,0,1,Mac & Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,701,Windows PC,20,0,Windows PC Standard Software,Blu-ray; DVD; VHS; HD Projector ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,703,Mac,20,0,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,704,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,705,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,706,Windows PC,24,0,Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Open Lab,D,707,Windows PC,3,0,Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,708,Windows PC,24,0,Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Conference Room,D,709,Connect Your Laptop,0,0,None,DVD; VHS ,None,Media Services 212.229.5300 x2310,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Express Stations,D,710,Windows PC,2,0,Windows PC Express Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,734,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Conference Room,D,805,Mac,0,1,Mac & Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Conference Room,D,808,Mac,0,1,Mac & Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Conference Room,D,809,Mac,0,1,Mac & Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Conference Room,D,819,Mac,0,1,Mac & Windows PC Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Express Stations,D,900,Mac,6,0,Mac Express Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,901,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,902,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,903,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,904,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,906,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,908,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,909,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,910,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,911,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,912,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,D,913,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,E,204,Mac,0,1,Mac Standard Software,DVD; VHS ,None,See Lab Staff,,6 East 16th Street,ALBERT AND VERA LIST ACADEMIC CENTER,
Classroom,E,206,Mac,0,1,Mac Standard Software,DVD; VHS ,None,See Lab Staff,,25 East 13th Street,PARSONS EAST BUILDING,
Open Lab,E,208A,Mac & Windows PC,16,5,Mac & Windows PC Standard Software,DVD; VHS ,None,See Lab Staff,,25 East 13th Street,PARSONS EAST BUILDING,
Open Lab,E,300A,Windows PC,14,0,Windows PC Standard Software,DVD; VHS ,None,See Lab Staff,,25 East 13th Street,PARSONS EAST BUILDING,
Classroom,E,302,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,25 East 13th Street,PARSONS EAST BUILDING,
Classroom,E,307,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,25 East 13th Street,PARSONS EAST BUILDING,
Classroom,E,404,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,25 East 13th Street,PARSONS EAST BUILDING,
Classroom,E,502,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,25 East 13th Street,PARSONS EAST BUILDING,
Classroom,E,503,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,25 East 13th Street,PARSONS EAST BUILDING,
Conference Room,G,319,Connect Your Laptop,0,0,None,DVD; VHS ,None,Media Services 212.229.5300 x2310,,25 East 13th Street,PARSONS EAST BUILDING,SVGA Only
Conference Room,G,529,Mac,0,1,Mac Standard Software,DVD; VHS ,None,Media Services 212.229.5300 x2310,,80 Fifth Avenue,80 FIFTH AVENUE,
Conference Room,G,619,Connect Your Laptop,0,0,None,Blu-ray; DVD; VHS; HD Projector ,None,Media Services 212.229.5300 x2310,,80 Fifth Avenue,80 FIFTH AVENUE,"SVGA, HDMI Only"
Conference Room,G,703,Connect Your Laptop,0,0,None,DVD; VHS ,None,Media Services 212.229.5300 x2310,,80 Fifth Avenue,80 FIFTH AVENUE,"SVGA, HDMI Only"
Conference Room,G,800,Mac,0,1,Mac Standard Software,DVD; VHS ,None,Media Services 212.229.5300 x2310,,80 Fifth Avenue,80 FIFTH AVENUE,
Conference Room,G,801,None,0,0,None,DVD; VHS ,None,Media Services 212.229.5300 x2310,,80 Fifth Avenue,80 FIFTH AVENUE,
Classroom,H,321,Mac,0,1,Mac Standard Software,Blu-ray; DVD; VHS; HD Projector ,None,IT Service Desk 212.229.5300 x4357,,80 Fifth Avenue,80 FIFTH AVENUE,
Express Stations,H,500,Windows PC,1,0,Windows PC Express Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,72 Fifth Avenue,FANTON HALL/WELCOME CENTER,
Express Stations,H,600,Windows PC,1,0,Windows PC Express Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,72 Fifth Avenue,FANTON HALL/WELCOME CENTER,
Express Stations,H,700,Windows PC,1,0,Windows PC Express Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,72 Fifth Avenue,FANTON HALL/WELCOME CENTER,
Classroom,H,713,Mac,0,1,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,72 Fifth Avenue,FANTON HALL/WELCOME CENTER,
Event Space,i,202,None,0,0,None,DVD; VHS ,None,Media Services 212.229.5300 x2310,,72 Fifth Avenue,FANTON HALL/WELCOME CENTER,
Event Space,i,205,Connect Your Laptop,0,0,None,DVD; VHS ,None,Media Services 212.229.5300 x2310,,55 West 13th Street,ARNHOLD HALL,SVGA Only
Classroom Jazz Dept. Supported,i,545,Mac,0,1,Mac Standard Software,DVD; VHS ,None,Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours),,56 West 13th Street,ARNHOLD HALL,No Projection at this location
Classroom Jazz Dept. Supported,i,613,Windows PC,1,0,Windows PC Standard Software,DVD; VHS ,None,Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours),,57 West 13th Street,ARNHOLD HALL,
Classroom Jazz Dept. Supported,i,618,Mac,0,1,Mac Standard Software,DVD; VHS ,None,Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours),,58 West 13th Street,ARNHOLD HALL,
Classroom Jazz Dept. Supported,i,624,Mac,0,1,Mac Standard Software,DVD; VHS ,None,Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours),,59 West 13th Street,ARNHOLD HALL,
Classroom Jazz Dept. Supported,i,645,Mac,0,1,Mac Standard Software,DVD; VHS ,None,Jazz Dept. Staff 212.229.5896 x4574 or IT Service Desk 212.229.5300 x4357 (after Jazz Dept. hours),,60 West 13th Street,ARNHOLD HALL,
Express Stations,i,801,Mac,0,1,Mac Express Software,DVD; VHS ,None,See Lab Staff,,61 West 13th Street,ARNHOLD HALL,
Help Kiosks,i,801,Mac,0,1,Mac Help Kiosk Software,DVD; VHS ,None,See Lab Staff,,62 West 13th Street,ARNHOLD HALL,
Open Lab,i,802,Mac & Windows PC,25,80,Various,DVD; VHS ,None,AT Dispatch 212.229.5300 x4538,,63 West 13th Street,ARNHOLD HALL,
Classroom,i,803,Mac,0,15,Mac Standard Software + Pro Tools & Avid,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,64 West 13th Street,ARNHOLD HALL,
Classroom,i,804,Mac,0,21,Mac Standard Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,65 West 13th Street,ARNHOLD HALL,
Classroom,i,805,Mac,0,15,Mac Advanced Audio Software,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,66 West 13th Street,ARNHOLD HALL,
Classroom,i,806,Mac,0,13,Mac Advanced Audio Software + Avid,DVD; VHS ,None,IT Service Desk 212.229.5300 x4357,,67 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,807,Mac,0,1,Audio Suite Software,DVD; VHS ,None,See Lab Staff,,68 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,812,Mac,0,1,Audio Suite Software,DVD; VHS ,None,See Lab Staff,,69 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,813,Mac,0,1,Mac Standard Software,DVD; VHS ,None,See Lab Staff,,70 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,814,Mac,0,1,Mac Standard Software + Avid,DVD; VHS ,None,See Lab Staff,,71 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,815,Mac,0,1,Mac Standard Software + Avid,DVD; VHS ,None,See Lab Staff,,72 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,816,Mac,0,1,Mac Standard Software + Avid,DVD; VHS ,None,See Lab Staff,,73 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,817,Mac,0,1,Audio Suite Software,DVD; VHS ,None,See Lab Staff,,74 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,818,None,0,0,None,DVD; VHS ,None,See Lab Staff,,75 West 13th Street,ARNHOLD HALL,
Audio/Video Suite,i,820,Mac,0,1,Audio Suite Software,DVD; VHS ,None,See Lab Staff,,76 West 13th Street,ARNHOLD HALL,
Classroom & Audio/Video Suite,i,821,Mac,0,1,Mac Standard Software + Avid,DVD; VHS ,None,See Lab Staff,,77 West 13th Street,ARNHOLD HALL,
